@relation 'testdata-weka.filters.unsupervised.attribute.NumericToNominal-R1,20,21,22'

@attribute Khoa {1,2,3,4,5,6}
@attribute DiemDanhHK1 numeric
@attribute GPAHK1 numeric
@attribute TinChiDangKyHK1 numeric
@attribute GPATichLuyHK1 numeric
@attribute DiemDanhHK2 numeric
@attribute TinChiDangKyHK2 numeric
@attribute GPAHK2 numeric
@attribute GPATichLuyHK2 numeric
@attribute DanToc {Kinh,Khac}
@attribute GioiTinh {Nam,Nu}
@attribute QueQuan {Nam,Trung,Bac}
@attribute HonNhan {Chua,Roi}
@attribute DiemThiDaiHocTong numeric
@attribute DiemThiDaiHocToan numeric
@attribute DiemThiDaiHocLy numeric
@attribute DiemThiDaiHocHoa numeric
@attribute DiemThiDaiHocAnh numeric
@attribute DiemThiTHPT numeric
@attribute NamSinh {1993,1994,1995,1996,1997}
@attribute NamTotNghiepCap3 {2013,2014,2015}
@attribute NamNhapHoc {2015}
@attribute NhanTroCapToanPhanHK1 {Co,Khong}
@attribute NhanTroCapToanPhanHK2 {Co,Khong}
@attribute VayHocPhiHK1 {Co,Khong}
@attribute NhanHocBongHK1 {Co,Khong}
@attribute VayHocPhiHK2 {Co,Khong}
@attribute NhanHocBongHK2 {Co,Khong}
@attribute CoHocTiepKhong {Co,Khong}

@data
3,0.964494,0.953097,22,0.953097,0.988944,20,0.879369,0.917989,Kinh,Nam,Trung,Chua,22,8.5,5,8.5,0,52.5,1995,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
3,0.965868,0.959762,22,0.959762,0.986244,20,0.848251,0.906661,Kinh,Nu,Trung,Chua,22,7.25,7.25,0,7.5,53.25,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
5,0.827426,0.910749,22,0.910749,0.900749,21,0.930979,0.920629,Kinh,Nam,Bac,Chua,22,7.5,9.75,0,4.75,50.25,1996,2015,2015,Co,Co,Co,Co,Co,Co,Co
1,0.977683,0.859416,22,0.859416,0.862258,14,0.898525,0.874625,Kinh,Nam,Nam,Chua,23.25,5.75,9.5,8,0,49,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
4,0.938371,0.838594,22,0.838594,0.839414,14,0.916827,0.869018,Kinh,Nam,Nam,Chua,22,5.25,8.25,0,8.5,49.5,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
5,0.852565,0.812452,22,0.812452,0.874897,18,0.979969,0.887835,Kinh,Nam,Bac,Chua,22,9.25,5.25,0,7.5,48,1996,2014,2015,Co,Co,Co,Co,Co,Co,Co
4,0.899864,0.925636,22,0.925636,0.959868,16,0.858595,0.897408,Kinh,Nam,Nam,Roi,22,7.75,5,9.25,0,50,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
2,0.933279,0.946294,22,0.946294,0.957911,15,0.827496,0.898132,Kinh,Nam,Nam,Chua,22,6.5,8,7.5,0,50.75,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
5,0.963451,0.889158,22,0.889158,0.93151,19,0.898032,0.893271,Kinh,Nam,Trung,Chua,22,8,7,0,7,52.25,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
6,0.851964,0.983799,22,0.983799,0.90908,21,0.913868,0.949646,Kinh,Nam,Trung,Chua,22,5.5,6.5,10,0,43.5,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
1,0.904259,0.968718,22,0.968718,0.947985,15,0.966576,0.96785,Kinh,Nam,Trung,Chua,22,6.5,10,0,5.5,45.25,1995,2015,2015,Co,Khong,Co,Co,Co,Co,Co
5,0.975086,0.938235,22,0.938235,0.941552,22,0.868566,0.903401,Kinh,Nam,Trung,Chua,23.5,7,7.75,8.75,0,51.75,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
3,0.893938,0.853303,22,0.853303,0.982409,19,0.939764,0.89337,Kinh,Nam,Bac,Chua,22,6.5,6,9.5,0,40.25,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
1,0.93425,0.993981,22,0.993981,0.978396,14,0.877817,0.948806,Kinh,Nam,Trung,Chua,22,8.25,7,0,6.75,58.25,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
4,0.989627,0.934351,22,0.934351,0.890618,19,0.937401,0.935765,Kinh,Nam,Nam,Chua,22,6.25,9.5,0,6.25,48.5,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
3,0.822031,0.922326,22,0.922326,0.834326,15,0.966804,0.940357,Kinh,Nu,Trung,Chua,22,6.5,8,0,7.5,46.5,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.936278,0.840667,22,0.840667,0.862011,20,0.82137,0.831478,Kinh,Nam,Trung,Chua,23,8.25,9.25,5.5,0,58,1995,2013,2015,Co,Co,Co,Co,Co,Co,Co
6,0.899234,0.958919,22,0.958919,0.991402,14,0.864324,0.922132,Kinh,Nu,Nam,Chua,22,8,9.5,0,4.5,45.75,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
2,0.993479,0.8303,22,0.8303,0.81832,17,0.904271,0.862544,Kinh,Nam,Nam,Chua,22,8.75,9,0,4.25,48.25,1995,2013,2015,Khong,Khong,Co,Co,Co,Co,Co
2,0.860386,0.967338,22,0.967338,0.968014,19,0.819814,0.898973,Kinh,Nam,Bac,Chua,22,9,8.75,0,4.25,54.75,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
2,0.81199,0.90607,22,0.90607,0.922255,16,0.884734,0.897086,Kinh,Nam,Trung,Chua,22,10,7.5,0,4.5,57.5,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
2,0.860948,0.870316,22,0.870316,0.909104,19,0.897121,0.882738,Kinh,Nu,Nam,Chua,26,8,8.25,9.75,0,52,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
3,0.872336,0.974338,22,0.974338,0.913913,22,0.862588,0.918463,Kinh,Nam,Trung,Chua,22.75,9.5,5.75,7.5,0,50,1996,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
4,0.964456,0.855301,22,0.855301,0.924766,16,0.988293,0.911298,Kinh,Nam,Nam,Chua,22.25,5.5,8.25,8.5,0,43,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
6,0.943788,0.889358,22,0.889358,0.995092,19,0.865388,0.87825,Kinh,Nam,Bac,Chua,22,6.5,7,0,8.5,40.5,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.916021,0.828834,22,0.828834,0.952793,22,0.959189,0.894012,Kinh,Nam,Nam,Chua,22.5,7.75,8,6.75,0,55.75,1996,2014,2015,Khong,Khong,Co,Co,Co,Co,Co
3,0.874308,0.966844,22,0.966844,0.930649,21,0.98604,0.976219,Khac,Nam,Trung,Chua,22,9.5,8.75,0,3.75,40.75,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
1,0.97494,0.847407,22,0.847407,0.883628,22,0.821716,0.834561,Kinh,Nam,Trung,Chua,24,8.5,8.25,7.25,0,50.25,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
1,0.808374,0.868805,22,0.868805,0.891029,18,0.945422,0.903282,Kinh,Nam,Trung,Chua,25.25,9.25,9.75,6.25,0,45,1996,2014,2015,Co,Khong,Co,Khong,Co,Co,Co
3,0.848367,0.916046,22,0.916046,0.872008,22,0.915436,0.915741,Kinh,Nu,Trung,Chua,22,7.25,8,0,6.75,52.5,1996,2015,2015,Co,Co,Co,Khong,Co,Co,Co
3,0.949475,0.825305,22,0.825305,0.944131,19,0.839277,0.83178,Kinh,Nam,Nam,Chua,26,8.25,8.75,9,0,56.25,1995,2013,2015,Co,Khong,Co,Khong,Co,Co,Co
3,0.926504,0.914854,22,0.914854,0.89342,22,0.974982,0.944918,Kinh,Nam,Trung,Chua,22,5.75,5.75,10.5,0,57,1995,2013,2015,Khong,Co,Co,Khong,Co,Co,Co
5,0.981636,0.800632,22,0.800632,0.953508,20,0.916509,0.855811,Kinh,Nam,Bac,Chua,22,8.25,5.25,0,8.5,57.5,1994,2014,2015,Khong,Khong,Co,Khong,Co,Co,Co
1,0.92344,0.86699,22,0.86699,0.880694,18,0.959673,0.908697,Kinh,Nam,Nam,Chua,22,8.25,7.25,0,6.5,47.75,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
2,0.920919,0.84117,22,0.84117,0.953889,15,0.838149,0.839945,Kinh,Nam,Bac,Chua,22,6.25,9.25,0,6.5,50,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
4,0.874289,0.899196,22,0.899196,0.935266,15,0.822354,0.868044,Khac,Nam,Nam,Chua,22,7.25,7,0,7.75,54,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
1,0.827386,0.970762,22,0.970762,0.932537,16,0.854379,0.921759,Kinh,Nam,Trung,Chua,22,7.75,5.5,0,8.75,52.25,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
3,0.802061,0.989419,22,0.989419,0.911596,20,0.883537,0.938999,Kinh,Nu,Nam,Chua,22,8.25,6.75,7,0,40.75,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
1,0.833836,0.995744,22,0.995744,0.980975,20,0.958133,0.977834,Kinh,Nam,Nam,Chua,22,7.75,7.75,0,6.5,57.75,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
6,0.855013,0.999146,22,0.999146,0.941965,21,0.968715,0.984284,Kinh,Nam,Nam,Chua,22,5.25,5.5,0,11.25,58,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
5,0.807682,0.994131,22,0.994131,0.967253,17,0.908693,0.956888,Kinh,Nam,Bac,Chua,22,7,5.25,0,9.75,58,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
1,0.989525,0.97744,22,0.97744,0.843116,20,0.870329,0.926435,Kinh,Nam,Bac,Chua,22,7.5,7,0,7.5,42.25,1995,2013,2015,Khong,Co,Co,Co,Co,Co,Co
1,0.981699,0.979132,22,0.979132,0.858332,19,0.94205,0.961948,Kinh,Nam,Bac,Chua,22,7.25,9.25,0,5.5,50.5,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
1,0.965912,0.930624,22,0.930624,0.991437,17,0.875563,0.906623,Kinh,Nam,Nam,Chua,22,9,6.25,6.75,0,42.75,1995,2015,2015,Co,Khong,Co,Co,Co,Co,Co
6,0.805045,0.835656,22,0.835656,0.8621,20,0.847386,0.841242,Kinh,Nu,Nam,Chua,22.75,8.75,9,5,0,58.25,1995,2013,2015,Co,Co,Co,Khong,Co,Co,Co
4,0.811236,0.826166,22,0.826166,0.860805,21,0.88724,0.855993,Kinh,Nam,Nam,Chua,22,6.25,7,8.75,0,45,1996,2015,2015,Co,Khong,Co,Co,Co,Co,Co
4,0.915682,0.94813,22,0.94813,0.829237,20,0.851392,0.902064,Kinh,Nam,Bac,Chua,22,9.25,7,5.75,0,40.25,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
1,0.941301,0.8704,22,0.8704,0.998548,20,0.803496,0.838541,Kinh,Nu,Trung,Chua,22,8,6,8,0,50.75,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
2,0.9695,0.915911,22,0.915911,0.998244,16,0.877672,0.89981,Kinh,Nam,Nam,Chua,22,9.25,6,6.75,0,47,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.973648,0.935471,22,0.935471,0.802293,19,0.994522,0.962837,Kinh,Nam,Bac,Chua,22,8.5,9.75,0,3.75,42.5,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
2,0.969573,0.997389,22,0.997389,0.864094,14,0.803259,0.921894,Kinh,Nam,Bac,Chua,22,7,7,0,8,43.25,1996,2015,2015,Co,Khong,Co,Co,Co,Co,Co
3,0.800537,0.974678,22,0.974678,0.972688,22,0.812157,0.893417,Kinh,Nam,Trung,Chua,22,6.25,5.5,10.25,0,48.5,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.902334,0.810762,22,0.810762,0.917819,21,0.898289,0.853508,Kinh,Nam,Bac,Chua,24,8.25,8.25,7.5,0,42.75,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
5,0.898367,0.800232,22,0.800232,0.86704,16,0.896809,0.840896,Kinh,Nu,Nam,Chua,22,8.25,6.25,0,7.5,54.5,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
5,0.866952,0.951533,22,0.951533,0.829376,21,0.972979,0.962007,Kinh,Nam,Trung,Chua,27.25,8.5,9.75,9,0,44.5,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
2,0.8432,0.863112,22,0.863112,0.811131,20,0.964548,0.911415,Kinh,Nam,Nam,Chua,22,8,6,8,0,49.25,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
4,0.819124,0.833987,22,0.833987,0.962125,20,0.818603,0.826661,Kinh,Nam,Nam,Chua,22,9.75,6,0,6.25,44.5,1996,2015,2015,Co,Khong,Co,Co,Co,Co,Co
3,0.980023,0.835655,22,0.835655,0.86008,14,0.87209,0.849824,Kinh,Nam,Trung,Chua,22,5,6.25,10.75,0,44.5,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
5,0.907835,0.821767,22,0.821767,0.999636,16,0.968523,0.883559,Kinh,Nam,Nam,Chua,22,6.75,7,0,8.25,49.5,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
5,0.877034,0.839288,22,0.839288,0.899155,19,0.965505,0.897779,Kinh,Nam,Bac,Chua,22,6.5,9.75,0,5.75,48.5,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
6,0.994935,0.846977,22,0.846977,0.950374,17,0.966211,0.898951,Kinh,Nam,Trung,Chua,26,8.75,9,8.25,0,41.25,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
2,0.877151,0.855578,22,0.855578,0.956909,20,0.818297,0.837825,Kinh,Nam,Trung,Chua,25.75,7.25,9.25,9.25,0,43.75,1995,2014,2015,Co,Khong,Co,Co,Co,Co,Co
3,0.834265,0.816163,22,0.816163,0.914851,19,0.924595,0.866412,Kinh,Nam,Nam,Chua,23.75,6.5,8.25,9,0,52.5,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
5,0.918243,0.996753,22,0.996753,0.81274,16,0.989017,0.993496,Kinh,Nam,Nam,Chua,23,6.75,7.75,8.5,0,43.5,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
3,0.945032,0.970953,22,0.970953,0.888784,20,0.939858,0.956146,Kinh,Nu,Bac,Chua,22,5,5.25,11.75,0,50,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
5,0.8016,0.997591,22,0.997591,0.951983,15,0.871139,0.946327,Kinh,Nam,Nam,Chua,22,8.25,8.75,0,5,58.25,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
3,0.846902,0.888904,22,0.888904,0.837381,15,0.913473,0.898864,Kinh,Nu,Trung,Chua,22,6.75,9.25,0,6,53.25,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
2,0.964975,0.999979,22,0.999979,0.940963,18,0.866925,0.940105,Khac,Nam,Nam,Chua,22,6.75,8,0,7.25,55,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
6,0.971746,0.832651,22,0.832651,0.928936,16,0.841613,0.836425,Kinh,Nam,Nam,Chua,22,8.5,8.25,0,5.25,58.5,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
4,0.915709,0.822442,22,0.822442,0.860072,15,0.834493,0.827328,Kinh,Nu,Trung,Chua,22,6,6.25,0,9.75,58,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
3,0.902868,0.835901,22,0.835901,0.943498,16,0.967469,0.891298,Kinh,Nam,Nam,Chua,22,9,9.5,0,3.5,56.75,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
1,0.824403,0.80249,22,0.80249,0.864636,22,0.846231,0.824361,Khac,Nu,Nam,Chua,22,6.5,9.5,6,0,48.25,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
4,0.807224,0.83324,22,0.83324,0.833235,21,0.944376,0.887516,Kinh,Nu,Trung,Chua,24,8.25,8,7.75,0,48,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
4,0.803184,0.901103,22,0.901103,0.817039,18,0.817517,0.863489,Khac,Nam,Nam,Chua,22,9,7.25,0,5.75,57.75,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
5,0.845088,0.874122,22,0.874122,0.841034,19,0.976977,0.921786,Khac,Nam,Nam,Chua,22,6.25,6.5,9.25,0,46.25,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
1,0.878503,0.832849,22,0.832849,0.810368,20,0.853348,0.84261,Kinh,Nam,Trung,Chua,22,8.25,6,0,7.75,41.25,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
5,0.87949,0.819288,22,0.819288,0.875148,16,0.98181,0.887718,Kinh,Nam,Nam,Chua,22,5.25,7.25,9.5,0,46.75,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
2,0.952551,0.826414,22,0.826414,0.955653,18,0.809164,0.818651,Kinh,Nam,Nam,Chua,22,5.75,7,0,9.25,59.75,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
5,0.9325,0.95304,22,0.95304,0.891073,16,0.95565,0.954139,Kinh,Nu,Nam,Chua,25,9.75,7,8.25,0,53.75,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
1,0.958834,0.938701,22,0.938701,0.818679,21,0.972,0.954963,Kinh,Nam,Trung,Chua,22,8.75,7.5,0,5.75,42,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
5,0.892498,0.937444,22,0.937444,0.889568,17,0.856514,0.902167,Khac,Nam,Nam,Chua,22,6.5,6.5,0,9,41.25,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
2,0.925503,0.98191,22,0.98191,0.886201,20,0.809234,0.899683,Kinh,Nu,Trung,Chua,22,5.25,6.25,0,10.5,58.5,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
3,0.950765,0.988512,22,0.988512,0.948084,15,0.864763,0.938343,Kinh,Nam,Nam,Chua,22,8,8.5,0,5.5,54.5,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
4,0.879396,0.929144,22,0.929144,0.836598,22,0.899975,0.91456,Kinh,Nu,Bac,Chua,22,5.25,8.25,0,8.5,55.75,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
5,0.832542,0.892058,22,0.892058,0.99495,17,0.935946,0.911189,Kinh,Nu,Trung,Chua,22,7,9.25,5.75,0,48,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
1,0.816015,0.99288,22,0.99288,0.977313,17,0.979964,0.98725,Kinh,Nam,Nam,Chua,23.5,6.25,7.75,9.5,0,49.5,1995,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
5,0.86511,0.981529,22,0.981529,0.952482,18,0.992147,0.986307,Kinh,Nam,Bac,Chua,22,7.5,5.25,0,9.25,44,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
2,0.813038,0.892465,22,0.892465,0.893449,22,0.915765,0.904115,Khac,Nu,Bac,Chua,22,7.5,8.5,0,6,49.25,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
2,0.879374,0.974766,22,0.974766,0.829001,16,0.984764,0.978976,Kinh,Nam,Bac,Chua,24.5,9.75,5.25,9.5,0,55.5,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
3,0.994341,0.90119,22,0.90119,0.84168,16,0.959642,0.925801,Khac,Nam,Nam,Chua,23,6.5,7.25,9.25,0,53,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
6,0.851365,0.899056,22,0.899056,0.822298,17,0.968441,0.929301,Kinh,Nu,Trung,Chua,23,6,9.75,7.25,0,49.25,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
3,0.971063,0.814869,22,0.814869,0.997874,18,0.836471,0.82459,Kinh,Nam,Trung,Chua,22,5.5,7.25,0,9.25,47,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
3,0.859216,0.898447,22,0.898447,0.916074,20,0.866481,0.883225,Kinh,Nam,Nam,Chua,22,5.25,9.25,0,7.5,52,1996,2014,2015,Khong,Khong,Co,Khong,Co,Co,Co
3,0.845314,0.88793,22,0.88793,0.949317,14,0.918107,0.899665,Kinh,Nam,Bac,Chua,22,7.5,6,8.5,0,48.5,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
3,0.81703,0.944778,22,0.944778,0.858366,18,0.942076,0.943562,Kinh,Nam,Bac,Chua,24.75,10,8.25,6.5,0,42.75,1996,2014,2015,Co,Khong,Co,Khong,Co,Co,Co
4,0.878701,0.858935,22,0.858935,0.835768,19,0.951308,0.901742,Khac,Nu,Bac,Chua,22,8.25,7.75,0,6,40.75,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
3,0.924832,0.942277,22,0.942277,0.816407,22,0.970845,0.956561,Kinh,Nam,Bac,Chua,22,8,5.75,8.25,0,40.75,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
2,0.870434,0.825462,22,0.825462,0.812465,18,0.963334,0.887504,Kinh,Nu,Bac,Chua,23.5,9.75,6,7.75,0,43.25,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
4,0.964655,0.938268,22,0.938268,0.850231,21,0.838999,0.889788,Kinh,Nu,Bac,Chua,22,7.25,5.75,0,9,41.5,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
2,0.849423,0.863757,22,0.863757,0.81299,21,0.847706,0.855918,Khac,Nam,Bac,Chua,23,7.5,9,6.5,0,46.75,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
3,0.966574,0.908113,22,0.908113,0.957316,18,0.957502,0.930338,Kinh,Nu,Bac,Chua,22,7.5,6,0,8.5,53.25,1996,2015,2015,Khong,Co,Co,Co,Co,Co,Co
4,0.894098,0.988944,22,0.988944,0.977724,15,0.803329,0.913695,Kinh,Nam,Bac,Chua,22.75,8,9,5.75,0,43.25,1995,2013,2015,Co,Khong,Co,Co,Co,Co,Co
1,0.801839,0.98567,22,0.98567,0.936932,15,0.810913,0.914823,Khac,Nam,Nam,Chua,25.25,8.5,9.5,7.25,0,54.25,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
5,0.882112,0.916417,22,0.916417,0.867277,14,0.805579,0.873313,Kinh,Nu,Nam,Chua,22,5.25,6.5,10.25,0,49,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
1,0.857783,0.989179,22,0.989179,0.960948,17,0.966213,0.979168,Kinh,Nu,Nam,Chua,22,6.5,9,6.5,0,47.75,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
5,0.912326,0.994457,22,0.994457,0.993589,14,0.801172,0.91929,Kinh,Nam,Trung,Chua,25.5,9.25,9,7.25,0,43,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
5,0.937891,0.887864,22,0.887864,0.962189,20,0.876582,0.882491,Khac,Nam,Nam,Chua,25,8.75,7.5,8.75,0,50.25,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
4,0.90641,0.993918,22,0.993918,0.937111,19,0.840954,0.923032,Kinh,Nam,Nam,Chua,22,6.5,6,9.5,0,53,1995,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.91532,0.95061,22,0.95061,0.876077,20,0.918155,0.935155,Kinh,Nam,Bac,Chua,22,5.75,8,0,8.25,49.75,1996,2014,2015,Co,Co,Co,Co,Co,Co,Co
6,0.84081,0.907577,22,0.907577,0.84678,21,0.993485,0.949532,Kinh,Nam,Bac,Chua,27,7.75,9.75,9.5,0,59,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
6,0.916677,0.959543,22,0.959543,0.827725,22,0.83919,0.899367,Kinh,Nam,Bac,Chua,22,8.5,6.5,7,0,43.75,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.942032,0.843207,22,0.843207,0.817867,22,0.969913,0.90656,Kinh,Nam,Nam,Chua,22,7.25,8.5,0,6.25,45,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
4,0.997091,0.915453,22,0.915453,0.921989,18,0.955307,0.933387,Kinh,Nam,Nam,Chua,22,5.5,6.75,9.75,0,42.75,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
6,0.964473,0.956048,22,0.956048,0.845174,14,0.943494,0.951166,Kinh,Nam,Nam,Chua,22,8,5.5,8.5,0,42.25,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
4,0.849274,0.889418,22,0.889418,0.869746,16,0.903979,0.895549,Khac,Nam,Bac,Chua,22,7.5,9,0,5.5,49.75,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
2,0.980849,0.952966,22,0.952966,0.949871,14,0.858971,0.916412,Kinh,Nu,Bac,Chua,22,5.25,5.25,0,11.5,56,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
5,0.829804,0.853729,22,0.853729,0.950212,16,0.994787,0.913122,Kinh,Nam,Nam,Chua,22,5.75,7.25,0,9,44.75,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
6,0.826253,0.848988,22,0.848988,0.978202,16,0.90407,0.87218,Kinh,Nam,Trung,Chua,22,6.25,7.25,0,8.5,48.75,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
1,0.955831,0.880399,22,0.880399,0.950428,21,0.895771,0.887907,Kinh,Nam,Trung,Chua,22,6.5,7,8.5,0,42.25,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
3,0.953336,0.891713,22,0.891713,0.944815,20,0.976722,0.932194,Kinh,Nam,Bac,Chua,22,6.25,5.5,0,10.25,56.5,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
1,0.928644,0.982483,22,0.982483,0.852217,22,0.955693,0.969088,Kinh,Nam,Trung,Chua,22,5.5,5.75,0,10.75,41,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
2,0.824378,0.954957,22,0.954957,0.92624,22,0.913558,0.934257,Kinh,Nam,Bac,Chua,22,5.75,6.75,0,9.5,47.75,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
1,0.928283,0.916212,22,0.916212,0.93669,15,0.800532,0.869315,Kinh,Nam,Bac,Chua,22,5,10,7,0,56.5,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
2,0.811836,0.801918,22,0.801918,0.984556,20,0.889411,0.843582,Kinh,Nu,Bac,Chua,22,6.25,6.75,0,9,44,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
3,0.899174,0.947087,22,0.947087,0.926986,14,0.929988,0.940438,Kinh,Nam,Nam,Chua,22,9,9.25,0,3.75,47.25,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
4,0.828511,0.846981,22,0.846981,0.935806,16,0.906068,0.87186,Kinh,Nam,Bac,Chua,22,6,9,0,7,55.25,1994,2013,2015,Khong,Khong,Co,Khong,Co,Co,Co
4,0.812527,0.821513,22,0.821513,0.972524,14,0.815102,0.81902,Kinh,Nam,Nam,Chua,22,9,8.75,0,4.25,40.75,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
1,0.846356,0.948694,22,0.948694,0.937582,20,0.912992,0.931693,Kinh,Nam,Bac,Chua,24,9.5,5.25,9.25,0,50.5,1996,2014,2015,Khong,Khong,Co,Khong,Co,Co,Co
1,0.94143,0.888204,22,0.888204,0.869573,14,0.928078,0.903711,Kinh,Nam,Trung,Chua,22,6.75,5.5,0,9.75,56.5,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
