@relation 'balanced1-weka.filters.unsupervised.attribute.NumericToNominal-R1,20,21,22'

@attribute Khoa {1,2,3,4,5,6}
@attribute DiemDanhHK1 numeric
@attribute GPAHK1 numeric
@attribute TinChiDangKyHK1 numeric
@attribute GPATichLuyHK1 numeric
@attribute DiemDanhHK2 numeric
@attribute TinChiDangKyHK2 numeric
@attribute GPAHK2 numeric
@attribute GPATichLuyHK2 numeric
@attribute DanToc {Kinh,Khac}
@attribute GioiTinh {Nu,Nam}
@attribute QueQuan {Bac,Nam,Trung}
@attribute HonNhan {Chua,Roi}
@attribute DiemThiDaiHocTong numeric
@attribute DiemThiDaiHocToan numeric
@attribute DiemThiDaiHocLy numeric
@attribute DiemThiDaiHocHoa numeric
@attribute DiemThiDaiHocAnh numeric
@attribute DiemThiTHPT numeric
@attribute NamSinh {1988,1989,1990,1991,1992,1993,1994,1995,1996}
@attribute NamTotNghiepCap3 {2008,2009,2010,2011,2012,2013,2014}
@attribute NamNhapHoc {2010,2011,2012,2013,2014}
@attribute NhanTroCapToanPhanHK1 {Khong,Co}
@attribute NhanTroCapToanPhanHK2 {Khong,Co}
@attribute VayHocPhiHK1 {Co,Khong}
@attribute NhanHocBongHK1 {Khong,Co}
@attribute VayHocPhiHK2 {Co,Khong}
@attribute NhanHocBongHK2 {Co,Khong}
@attribute CoHocTiepKhong {Co,Khong}

@data
6,0.849111,0.889255,22,0.889255,0.999664,21,0.915913,0.902274,Kinh,Nu,Trung,Chua,20,6.75,6,7.25,0,56.5,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
2,0.907337,0.945091,22,0.945091,0.874675,17,0.896446,0.923887,Kinh,Nam,Nam,Chua,21.5,5.25,7.75,8.5,0,54.5,1996,2014,2014,Khong,Khong,Co,Khong,Co,Co,Co
2,0.932252,0.881919,22,0.881919,0.882738,21,0.962271,0.921161,Kinh,Nam,Bac,Chua,19,7,9.25,0,2.75,54.25,1992,2010,2010,Co,Co,Co,Khong,Co,Co,Co
1,0.732543,0.63456,22,0.63456,0.695086,21,0.623073,0.62895,Kinh,Nam,Trung,Chua,23.75,8.25,7.5,8,0,40.25,1994,2012,2014,Khong,Khong,Co,Co,Co,Co,Co
4,0.986651,0.955524,22,0.955524,0.849197,14,0.914837,0.939701,Kinh,Nam,Bac,Chua,20.25,7.75,5.5,0,7,57,1994,2012,2012,Co,Khong,Co,Khong,Co,Co,Co
4,0.884398,0.946456,22,0.946456,0.941076,14,0.828459,0.900568,Kinh,Nam,Nam,Chua,20.25,7,7.5,0,5.75,43.25,1994,2012,2012,Co,Khong,Co,Khong,Co,Co,Co
6,0.516177,0.57257,22,0.57257,0.63637,17,0.504869,0.54306,Kinh,Nu,Trung,Chua,21,8.25,10,0,2.75,42,1995,2013,2013,Co,Co,Co,Khong,Co,Co,Co
6,0.83953,0.901604,22,0.901604,0.840092,18,0.849182,0.878014,Kinh,Nam,Bac,Chua,20,8.75,8.25,0,3,42.5,1992,2011,2011,Co,Co,Co,Khong,Co,Co,Co
2,0.963061,0.951403,22,0.951403,0.930096,17,0.821965,0.894981,Kinh,Nu,Bac,Chua,22,5.25,9,7.75,0,51.75,1994,2012,2012,Co,Co,Co,Khong,Co,Co,Co
2,0.925511,0.907243,22,0.907243,0.853257,14,0.82586,0.875594,Kinh,Nam,Nam,Chua,21.5,8.75,10,0,2.75,54.5,1996,2014,2014,Co,Khong,Co,Co,Co,Co,Co
6,0.937636,0.911628,22,0.911628,0.941477,21,0.823766,0.868719,Kinh,Nam,Nam,Chua,21,9.5,7,0,4.5,53,1993,2012,2013,Co,Khong,Co,Co,Co,Co,Co
3,0.935673,0.836347,22,0.836347,0.913056,20,0.876493,0.855464,Kinh,Nam,Nam,Chua,19,10,5.5,0,3.5,58.25,1991,2010,2010,Khong,Khong,Co,Co,Co,Co,Co
1,0.910046,0.889357,22,0.889357,0.990366,16,0.882182,0.886336,Kinh,Nu,Bac,Chua,22,9,6.75,6.25,0,58.25,1995,2013,2013,Co,Khong,Co,Co,Co,Co,Co
3,0.962046,0.929116,22,0.929116,0.888035,20,0.883286,0.907292,Kinh,Nam,Nam,Chua,21,7,7.75,0,6.25,44,1995,2013,2013,Co,Co,Co,Co,Co,Co,Co
4,0.925687,0.985331,22,0.985331,0.869306,16,0.951168,0.970947,Kinh,Nam,Trung,Chua,20,5.75,5.5,8.75,0,45.75,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
4,0.950361,0.899007,22,0.899007,0.879268,19,0.839363,0.871367,Kinh,Nam,Trung,Chua,21.5,7,9.5,5,0,57.25,1994,2012,2012,Co,Co,Co,Khong,Co,Co,Co
4,0.229053,0.333858,22,0.333858,0.041219,16,0.109426,0.239361,Kinh,Nam,Trung,Chua,20.25,9.25,8.5,0,2.5,58.5,1994,2012,2012,Co,Khong,Khong,Co,Khong,Khong,Co
4,0.514711,0.677757,22,0.677757,0.550787,22,0.557907,0.617832,Kinh,Nam,Nam,Chua,25.5,8.5,7.5,9.5,0,52.75,1991,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
4,0.911677,0.980402,22,0.980402,0.941186,19,0.909584,0.947584,Khac,Nam,Trung,Chua,21.5,6.25,5.5,0,9.75,57.25,1996,2014,2014,Co,Co,Co,Co,Co,Co,Co
1,0.220758,0.285772,22,0.285772,0.178255,22,0.062107,0.173939,Kinh,Nam,Trung,Chua,19,7.75,8.5,0,2.75,55,1992,2010,2010,Co,Khong,Khong,Co,Khong,Khong,Co
4,0.983762,0.986383,22,0.986383,0.821162,19,0.856747,0.926308,Kinh,Nam,Nam,Chua,21.5,8.25,8,5.25,0,55,1996,2014,2014,Co,Khong,Co,Khong,Co,Co,Co
1,0.976754,0.901631,22,0.901631,0.928147,15,0.838394,0.875994,Kinh,Nam,Trung,Chua,20,7,10,0,3,56.25,1992,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
4,0.967251,0.901473,22,0.901473,0.803553,16,0.846413,0.87829,Kinh,Nam,Trung,Chua,21.5,6,8,0,7.5,53.25,1996,2014,2014,Khong,Khong,Co,Co,Co,Co,Co
6,0.88665,0.936635,22,0.936635,0.936631,20,0.913144,0.925449,Kinh,Nam,Trung,Chua,20,8,7.5,0,4.5,52.5,1991,2009,2011,Khong,Co,Co,Khong,Co,Co,Co
4,0.864825,0.937711,22,0.937711,0.921615,20,0.913392,0.926131,Kinh,Nam,Nam,Chua,21.5,6,6.25,0,9.25,49.75,1994,2012,2014,Khong,Khong,Co,Co,Co,Co,Co
3,0.813857,0.886351,22,0.886351,0.953206,15,0.899674,0.891752,Khac,Nam,Bac,Chua,20.25,5,6,9.25,0,58.25,1994,2012,2012,Khong,Khong,Co,Co,Co,Co,Co
4,0.70396,0.691303,22,0.691303,0.723082,16,0.752204,0.716945,Kinh,Nam,Trung,Chua,20,6.75,8.25,0,5,43.25,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
6,0.172113,0.319939,22,0.319939,0.156012,19,0.119991,0.22728,Kinh,Nam,Bac,Chua,19,8.5,7.25,0,3.25,44.75,1990,2010,2010,Khong,Khong,Khong,Co,Khong,Khong,Co
3,0.865874,0.816823,22,0.816823,0.992335,17,0.855772,0.833801,Kinh,Nam,Nam,Chua,21,5.25,8.25,7.5,0,57.5,1994,2012,2013,Co,Co,Co,Khong,Co,Co,Co
2,0.645162,0.542928,22,0.542928,0.667963,19,0.727898,0.628646,Kinh,Nam,Trung,Chua,19,8.25,6.5,0,4.25,42.25,1992,2010,2010,Co,Co,Co,Co,Co,Co,Co
6,0.207519,0.21791,22,0.21791,0.105603,22,0.043914,0.130912,Kinh,Nu,Nam,Chua,19,5.5,10,0,3.5,55,1992,2010,2010,Khong,Co,Khong,Co,Khong,Khong,Co
1,0.979468,0.813614,22,0.813614,0.869447,15,0.800119,0.808143,Kinh,Nam,Bac,Chua,20,6.75,5.75,0,7.5,49.25,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
2,0.91774,0.842415,22,0.842415,0.835948,14,0.835572,0.839754,Kinh,Nam,Nam,Chua,21.5,6.25,8.75,6.5,0,49.5,1992,2010,2010,Co,Khong,Co,Khong,Co,Co,Co
4,0.38497,0.282649,22,0.282649,0.184546,15,0.456632,0.353183,Kinh,Nam,Nam,Chua,20,9.25,9.75,0,1,40.5,1993,2011,2011,Khong,Co,Khong,Co,Khong,Khong,Co
1,0.92708,0.978988,22,0.978988,0.81315,18,0.954507,0.967971,Khac,Nam,Bac,Chua,19,5.75,7,0,6.25,42.25,1992,2010,2010,Khong,Co,Co,Co,Co,Co,Co
3,0.637346,0.550996,22,0.550996,0.707583,20,0.767959,0.654312,Kinh,Nu,Nam,Chua,20.25,6.5,6,0,7.75,43.75,1994,2012,2012,Co,Khong,Co,Khong,Co,Co,Co
1,0.99459,0.816599,22,0.816599,0.928692,20,0.948323,0.879325,Khac,Nam,Nam,Chua,20.25,9.25,9,0,2,47.75,1994,2012,2012,Co,Co,Co,Co,Co,Co,Co
3,0.968135,0.813183,22,0.813183,0.934351,18,0.920595,0.861518,Kinh,Nam,Trung,Chua,21,9,5.25,0,6.75,53.5,1995,2013,2013,Khong,Co,Co,Khong,Co,Co,Co
3,0.966808,0.870385,22,0.870385,0.899932,15,0.919358,0.890239,Kinh,Nu,Nam,Chua,22.25,7.75,8.25,6.25,0,54.5,1992,2010,2010,Co,Co,Co,Khong,Co,Co,Co
5,0.860794,0.912123,22,0.912123,0.995198,20,0.923337,0.917463,Kinh,Nam,Trung,Chua,26.75,9.75,7.25,9.75,0,58.75,1994,2012,2012,Co,Khong,Co,Co,Co,Co,Co
2,0.800935,0.855563,22,0.855563,0.916475,15,0.921655,0.882357,Kinh,Nu,Trung,Chua,21.5,6.5,7.5,0,7.5,52.25,1995,2013,2014,Khong,Khong,Co,Co,Co,Co,Co
1,0.800799,0.833544,22,0.833544,0.806085,17,0.914313,0.868751,Kinh,Nam,Bac,Chua,21,7.75,5.75,0,7.5,45.75,1995,2013,2013,Co,Co,Co,Co,Co,Co,Co
4,0.960151,0.886081,22,0.886081,0.994889,18,0.966823,0.922415,Kinh,Nam,Bac,Chua,20,8.75,10,0,1.25,41.75,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
2,0.960543,0.896316,22,0.896316,0.945189,22,0.966757,0.931536,Kinh,Nam,Nam,Chua,21,5.25,5.25,10.5,0,50.25,1993,2013,2013,Khong,Co,Co,Co,Co,Co,Co
1,0.929206,0.90665,22,0.90665,0.918936,20,0.875584,0.891857,Kinh,Nam,Bac,Chua,21,6.5,6.25,8.25,0,50.25,1994,2013,2013,Co,Co,Co,Khong,Co,Co,Co
5,0.908574,0.974385,22,0.974385,0.823599,22,0.97814,0.976263,Khac,Nam,Trung,Chua,21.5,7,5.5,0,9,59.75,1994,2012,2014,Co,Co,Co,Co,Co,Co,Co
4,0.852852,0.999169,22,0.999169,0.833232,16,0.949198,0.978128,Kinh,Nam,Nam,Chua,20,7,6.5,6.5,0,47.5,1991,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
5,0.534737,0.690678,22,0.690678,0.785142,18,0.585052,0.643146,Kinh,Nam,Bac,Chua,21.5,8.5,6.5,6.5,0,41,1992,2010,2010,Co,Khong,Co,Khong,Co,Co,Co
6,0.619199,0.581775,22,0.581775,0.675046,22,0.76445,0.673112,Kinh,Nam,Nam,Chua,20,5.25,8.25,6.5,0,47.5,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
6,0.889828,0.932401,22,0.932401,0.848842,21,0.915626,0.924208,Kinh,Nu,Bac,Chua,21,7.5,9,0,4.5,45.25,1995,2013,2013,Co,Co,Co,Khong,Co,Co,Co
4,0.923381,0.802336,22,0.802336,0.877595,15,0.844555,0.819452,Khac,Nam,Bac,Chua,21,8,5,0,8,52.5,1995,2013,2013,Khong,Co,Co,Khong,Co,Co,Co
3,0.052832,0.033587,22,0.033587,0.003527,21,0.313516,0.170297,Kinh,Nam,Nam,Chua,22.5,7.5,7,8,0,40.75,1993,2011,2011,Co,Khong,Khong,Khong,Khong,Khong,Co
4,0.188079,0.142287,22,0.142287,0.185681,14,0.141761,0.142083,Kinh,Nu,Nam,Chua,21,6.5,5.25,9.25,0,50,1992,2010,2010,Co,Khong,Khong,Khong,Khong,Khong,Co
3,0.083181,0.038131,22,0.038131,0.23912,21,0.132829,0.084379,Kinh,Nam,Bac,Chua,20.25,5.75,7.25,7.25,0,55.5,1994,2012,2012,Co,Co,Khong,Khong,Khong,Khong,Co
4,0.82934,0.974309,22,0.974309,0.974188,18,0.940637,0.959157,Kinh,Nam,Bac,Chua,20.25,8,8.75,0,3.5,45.75,1994,2012,2012,Khong,Khong,Co,Co,Co,Co,Co
3,0.285653,0.116691,22,0.116691,0.430137,15,0.235134,0.164708,Kinh,Nu,Nam,Roi,21.5,7.5,7.75,6.25,0,43.5,1996,2014,2014,Khong,Khong,Khong,Co,Khong,Khong,Co
2,0.541574,0.743232,22,0.743232,0.534549,14,0.589379,0.6834,Kinh,Nam,Nam,Roi,21.5,7.5,8.5,0,5.5,57.75,1996,2014,2014,Co,Khong,Co,Co,Co,Co,Co
6,0.92123,0.922296,22,0.922296,0.87668,18,0.80315,0.868681,Khac,Nam,Trung,Chua,19,6,7.75,0,5.25,45,1992,2010,2010,Co,Co,Co,Co,Co,Co,Co
3,0.873999,0.96615,22,0.96615,0.839117,14,0.884786,0.934508,Kinh,Nam,Bac,Chua,19,8.75,6,0,4.25,54.75,1992,2010,2010,Co,Co,Co,Co,Co,Co,Co
6,0.866853,0.819851,22,0.819851,0.972307,19,0.902641,0.858217,Kinh,Nam,Trung,Chua,25,9.25,8.25,7.5,0,59.5,1995,2013,2013,Khong,Co,Co,Khong,Co,Co,Co
3,0.811979,0.845209,22,0.845209,0.92814,17,0.982287,0.904961,Kinh,Nam,Nam,Chua,21.5,8,6.25,0,7.25,47.75,1995,2013,2014,Co,Co,Co,Co,Co,Co,Co
4,0.846594,0.921453,22,0.921453,0.817068,16,0.825964,0.881247,Kinh,Nam,Nam,Chua,20,9.75,8.5,0,1.75,50.75,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
5,0.993362,0.836696,22,0.836696,0.965526,18,0.97431,0.898623,Kinh,Nam,Nam,Chua,20.25,5,7.75,0,7.5,57,1994,2012,2012,Co,Co,Co,Khong,Co,Co,Co
2,0.667356,0.759969,22,0.759969,0.525161,19,0.549137,0.662267,Kinh,Nam,Nam,Chua,20,6.75,8.5,0,4.75,49,1992,2011,2011,Co,Co,Co,Khong,Co,Co,Co
6,0.841098,0.88491,22,0.88491,0.857705,19,0.905668,0.89453,Kinh,Nam,Trung,Chua,20,6,5.75,8.25,0,50.5,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
4,0.863709,0.842344,22,0.842344,0.824013,21,0.94135,0.890696,Kinh,Nam,Trung,Chua,21.5,8,8,0,5.5,48.5,1996,2014,2014,Khong,Khong,Co,Co,Co,Co,Co
1,0.854371,0.968636,22,0.968636,0.973695,16,0.994067,0.979344,Kinh,Nu,Bac,Chua,20.25,5.5,5.75,0,9,56.75,1994,2012,2012,Khong,Co,Co,Co,Co,Co,Co
6,0.852675,0.899644,22,0.899644,0.844681,14,0.912378,0.904596,Kinh,Nu,Nam,Chua,21,5.5,6.75,0,8.75,51,1995,2013,2013,Khong,Khong,Co,Khong,Co,Co,Co
3,0.814583,0.806335,22,0.806335,0.956564,20,0.958107,0.878608,Kinh,Nam,Trung,Chua,25,9.5,7.25,8.25,0,47.75,1996,2014,2014,Khong,Khong,Co,Khong,Co,Co,Co
3,0.844928,0.822289,22,0.822289,0.890964,15,0.911833,0.858591,Kinh,Nam,Nam,Chua,20.25,9.75,8.25,0,2.25,54,1994,2012,2012,Co,Co,Co,Khong,Co,Co,Co
3,0.946574,0.802004,22,0.802004,0.896136,21,0.983316,0.890552,Kinh,Nam,Nam,Chua,21.5,6.25,7.25,8,0,49,1993,2011,2012,Khong,Khong,Co,Co,Co,Co,Co
4,0.833831,0.842353,22,0.842353,0.897362,20,0.935097,0.886517,Kinh,Nam,Bac,Chua,23.25,8.5,5.5,9.25,0,43.75,1990,2009,2011,Co,Khong,Co,Khong,Co,Co,Co
3,0.824891,0.938952,22,0.938952,0.984447,16,0.823657,0.890407,Kinh,Nam,Trung,Chua,20.25,5.75,6.75,0,7.75,50.25,1994,2012,2012,Co,Khong,Co,Khong,Co,Co,Co
4,0.979032,0.990189,22,0.990189,0.856633,21,0.888781,0.940664,Kinh,Nam,Trung,Chua,21.5,5.25,7.75,0,8.5,47.25,1996,2014,2014,Co,Khong,Co,Khong,Co,Co,Co
1,0.999581,0.965952,22,0.965952,0.893653,18,0.807373,0.894591,Khac,Nam,Nam,Chua,22.25,9,7.5,5.75,0,41.75,1995,2014,2014,Co,Co,Co,Co,Co,Co,Co
4,0.974353,0.894629,22,0.894629,0.903383,16,0.974522,0.928268,Kinh,Nam,Bac,Chua,19,6.75,9.75,0,2.5,40,1992,2010,2010,Co,Khong,Co,Khong,Co,Co,Co
2,0.551765,0.690565,22,0.690565,0.536849,19,0.741054,0.713963,Kinh,Nam,Nam,Roi,20.25,10,9.75,0,0.5,50.75,1992,2010,2012,Khong,Co,Co,Co,Co,Co,Co
4,0.820754,0.843298,22,0.843298,0.915457,17,0.98313,0.904251,Kinh,Nam,Trung,Chua,20.5,7.75,6.75,6,0,60,1992,2010,2010,Khong,Khong,Co,Co,Co,Co,Co
6,0.842205,0.851133,22,0.851133,0.862178,22,0.937116,0.894125,Kinh,Nu,Nam,Chua,19,7.25,8.75,0,3,59.5,1992,2010,2010,Khong,Co,Co,Khong,Co,Co,Co
2,0.894902,0.936881,22,0.936881,0.843146,15,0.910401,0.926146,Kinh,Nam,Trung,Chua,23.25,8,9.5,5.75,0,52.25,1995,2013,2013,Co,Co,Co,Khong,Co,Co,Co
1,0.819322,0.881707,22,0.881707,0.936074,16,0.95864,0.914099,Kinh,Nu,Bac,Chua,24.25,8.5,9.25,6.5,0,56.5,1992,2010,2010,Khong,Co,Co,Khong,Co,Co,Co
5,0.877261,0.888746,22,0.888746,0.972631,14,0.969326,0.920083,Kinh,Nam,Trung,Chua,22,8,5,9,0,56.25,1992,2010,2010,Co,Khong,Co,Khong,Co,Co,Co
5,0.874052,0.825051,22,0.825051,0.963624,19,0.836534,0.830372,Kinh,Nam,Trung,Chua,20.25,6.25,7.25,6.75,0,41.5,1993,2011,2012,Co,Khong,Co,Co,Co,Co,Co
1,0.811235,0.892626,22,0.892626,0.94638,17,0.818187,0.860178,Kinh,Nu,Nam,Chua,20,6.25,5.75,0,8,46.75,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
1,0.545487,0.656807,22,0.656807,0.7504,16,0.611657,0.637796,Kinh,Nu,Nam,Chua,25,8,8.75,8.25,0,52.5,1994,2012,2012,Khong,Khong,Co,Co,Co,Co,Co
2,0.941596,0.853031,22,0.853031,0.893007,20,0.933935,0.891557,Khac,Nam,Nam,Chua,20,7,9.5,0,3.5,43.75,1992,2010,2011,Khong,Co,Co,Co,Co,Co,Co
4,0.896119,0.843952,22,0.843952,0.960587,14,0.871128,0.85452,Khac,Nam,Nam,Chua,22.5,7.75,6.5,8.25,0,57.5,1996,2014,2014,Khong,Khong,Co,Khong,Co,Co,Co
6,0.800491,0.951353,22,0.951353,0.956322,14,0.826034,0.902618,Kinh,Nu,Bac,Chua,22.75,8.25,9,5.5,0,47.5,1996,2014,2014,Khong,Khong,Co,Khong,Co,Co,Co
2,0.80708,0.954235,22,0.954235,0.927673,15,0.956767,0.955262,Kinh,Nam,Trung,Chua,21.5,6.75,7.5,7.25,0,49,1992,2010,2010,Co,Khong,Co,Co,Co,Co,Co
1,0.908786,0.979155,22,0.979155,0.870139,15,0.883322,0.940304,Kinh,Nam,Nam,Chua,20.5,8.75,5.25,6.5,0,44.25,1992,2010,2010,Khong,Khong,Co,Khong,Co,Co,Co
1,0.832279,0.883654,22,0.883654,0.920287,20,0.992198,0.935342,Kinh,Nam,Nam,Chua,21,5.75,7.25,8,0,56.25,1995,2013,2013,Khong,Co,Co,Khong,Co,Co,Co
5,0.436254,0.451968,22,0.451968,0.15472,21,0.038679,0.250129,Kinh,Nu,Nam,Chua,21,9.5,7,0,4.5,45,1995,2013,2013,Khong,Khong,Khong,Co,Khong,Khong,Co
6,0.954856,0.872931,22,0.872931,0.932709,17,0.961092,0.91136,Khac,Nam,Nam,Chua,21,9.5,9.25,0,2.25,40.25,1993,2013,2013,Khong,Khong,Co,Co,Co,Co,Co
1,0.955956,0.805266,22,0.805266,0.874559,22,0.827931,0.816599,Kinh,Nam,Nam,Chua,21,8,5,8,0,53.25,1994,2012,2013,Khong,Khong,Co,Co,Co,Co,Co
5,0.830436,0.942999,22,0.942999,0.827193,22,0.86524,0.904119,Kinh,Nam,Trung,Chua,21.5,8,5.25,8.25,0,58,1995,2013,2013,Khong,Khong,Co,Khong,Co,Co,Co
2,0.126324,0.115416,22,0.115416,0.352774,19,0.107261,0.111637,Kinh,Nu,Nam,Chua,27.75,9.5,9.75,8.5,0,59.25,1995,2013,2013,Khong,Khong,Khong,Khong,Khong,Khong,Co
6,0.837054,0.885426,22,0.885426,0.928852,18,0.850819,0.869853,Kinh,Nam,Nam,Chua,21,6.25,7,7.75,0,47.5,1992,2012,2012,Khong,Co,Co,Khong,Co,Co,Co
1,0.880064,0.809717,22,0.809717,0.907637,14,0.868773,0.832683,Kinh,Nam,Nam,Chua,19,6.25,7.75,0,5,44.75,1991,2010,2010,Co,Co,Co,Co,Co,Co,Co
3,0.808305,0.834289,22,0.834289,0.999308,16,0.857748,0.844166,Kinh,Nam,Trung,Chua,24.5,9,6.25,9.25,0,53,1994,2012,2012,Co,Co,Co,Co,Co,Co,Co
1,0.978689,0.842906,22,0.842906,0.979157,18,0.838042,0.840717,Kinh,Nam,Trung,Chua,20.25,6.25,7.25,0,6.75,58.25,1994,2012,2012,Co,Co,Co,Khong,Co,Co,Co
2,0.895913,0.819125,22,0.819125,0.899137,18,0.81558,0.81753,Kinh,Nam,Trung,Chua,21.5,6.25,6.25,0,9,47,1996,2014,2014,Co,Co,Co,Khong,Co,Co,Co
2,0.985354,0.921408,22,0.921408,0.885839,21,0.936577,0.928816,Kinh,Nu,Trung,Chua,20.25,8.5,8.5,0,3.25,58.5,1994,2012,2012,Khong,Khong,Co,Khong,Co,Co,Co
6,0.977272,0.800603,22,0.800603,0.853655,18,0.935035,0.861097,Khac,Nam,Nam,Chua,28.5,9.75,9.75,9,0,43.75,1996,2014,2014,Co,Khong,Co,Co,Co,Co,Co
6,0.817351,0.813282,22,0.813282,0.938471,17,0.849484,0.829062,Kinh,Nam,Bac,Chua,21,7.5,8.75,0,4.75,44,1995,2013,2013,Khong,Co,Co,Khong,Co,Co,Co
2,0.984781,0.806366,22,0.806366,0.911437,16,0.81416,0.809648,Kinh,Nam,Bac,Chua,20.25,5.25,5.75,9.25,0,53.5,1994,2012,2012,Khong,Khong,Co,Co,Co,Co,Co
6,0.976901,0.983343,22,0.983343,0.829783,22,0.86546,0.924401,Kinh,Nam,Bac,Chua,20,9,9,0,2,59.5,1992,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
4,0.818155,0.812514,22,0.812514,0.946839,22,0.893637,0.853076,Kinh,Nam,Nam,Chua,21.5,6.5,8.75,6.25,0,49.5,1995,2013,2014,Khong,Co,Co,Khong,Co,Co,Co
2,0.934658,0.922082,22,0.922082,0.877071,22,0.943712,0.932897,Kinh,Nam,Bac,Chua,19,9,7.5,0,2.5,57.75,1992,2010,2010,Khong,Khong,Co,Co,Co,Co,Co
4,0.986428,0.999362,22,0.999362,0.811412,21,0.96409,0.982136,Kinh,Nam,Bac,Chua,22,6.5,8,7.5,0,40.25,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
2,0.901439,0.918689,22,0.918689,0.875994,16,0.922741,0.920395,Kinh,Nam,Bac,Chua,21,5.5,7.75,0,7.75,59.25,1995,2013,2013,Co,Khong,Co,Khong,Co,Co,Co
4,0.996915,0.841762,22,0.841762,0.968109,15,0.912417,0.870406,Kinh,Nam,Nam,Chua,25.25,9,7,9.25,0,47.25,1991,2009,2010,Co,Co,Co,Khong,Co,Co,Co
3,0.822375,0.834344,22,0.834344,0.914357,14,0.956494,0.881847,Kinh,Nam,Trung,Chua,21,7.75,6.5,0,6.75,42,1995,2013,2013,Khong,Co,Co,Co,Co,Co,Co
6,0.804007,0.856238,22,0.856238,0.808359,22,0.876478,0.866358,Kinh,Nu,Nam,Chua,20,5,5.75,9.25,0,57.75,1992,2010,2011,Co,Co,Co,Khong,Co,Co,Co
1,0.924438,0.912374,22,0.912374,0.828704,21,0.833599,0.873903,Kinh,Nam,Nam,Chua,19,6,6,7,0,58.5,1988,2008,2010,Khong,Khong,Co,Co,Co,Co,Co
6,0.849968,0.998915,22,0.998915,0.952428,15,0.844687,0.936391,Kinh,Nu,Nam,Chua,23.5,8.25,5.5,9.75,0,41,1994,2012,2014,Co,Khong,Co,Co,Co,Co,Co
4,0.859519,0.933436,22,0.933436,0.823013,17,0.96602,0.947639,Kinh,Nam,Trung,Chua,20.25,8,7.25,0,5,60,1993,2012,2012,Co,Khong,Co,Khong,Co,Co,Co
3,0.881468,0.988064,22,0.988064,0.861339,20,0.968014,0.978516,Kinh,Nam,Trung,Chua,20.25,8.5,8,0,3.75,41.5,1994,2012,2012,Co,Khong,Co,Khong,Co,Co,Co
2,0.844911,0.820926,22,0.820926,0.854151,14,0.923926,0.860982,Kinh,Nam,Trung,Chua,21.5,6.25,8.5,0,6.75,42.75,1994,2014,2014,Khong,Co,Co,Khong,Co,Co,Co
1,0.085196,0.392054,22,0.392054,0.164787,18,0.179804,0.296541,Kinh,Nu,Bac,Chua,21,7.75,7.75,0,5.5,53,1995,2013,2013,Co,Khong,Khong,Khong,Khong,Khong,Co
2,0.951766,0.829264,22,0.829264,0.978631,18,0.818863,0.824584,Kinh,Nam,Bac,Chua,21,6,5.5,9.5,0,52.75,1994,2013,2013,Khong,Khong,Co,Khong,Co,Co,Co
5,0.699643,0.789232,22,0.789232,0.750959,15,0.67406,0.742541,Kinh,Nam,Trung,Chua,21,9.5,8.5,0,3,54.75,1995,2013,2013,Khong,Co,Co,Co,Co,Co,Co
5,0.830275,0.930047,22,0.930047,0.997243,17,0.854848,0.897268,Kinh,Nam,Bac,Chua,24.25,7.75,6.5,10,0,57.75,1994,2013,2013,Khong,Khong,Co,Co,Co,Co,Co
2,0.848867,0.874623,22,0.874623,0.904187,15,0.87481,0.874699,Khac,Nam,Bac,Roi,19,9,8.5,0,1.5,56.5,1992,2010,2010,Co,Co,Co,Khong,Co,Co,Co
4,0.875996,0.847673,22,0.847673,0.973244,16,0.811638,0.8325,Kinh,Nu,Bac,Roi,23,9,6,8,0,48.5,1994,2012,2012,Khong,Co,Co,Khong,Co,Co,Co
5,0.950754,0.880537,22,0.880537,0.806985,17,0.902863,0.890269,Kinh,Nam,Trung,Chua,20,6.25,5,8.75,0,40.25,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
3,0.885151,0.925538,22,0.925538,0.970018,16,0.98436,0.950305,Kinh,Nam,Nam,Chua,23.25,7.25,9,7,0,59.25,1995,2013,2013,Co,Khong,Co,Co,Co,Co,Co
1,0.810015,0.934906,22,0.934906,0.98353,17,0.984112,0.956355,Kinh,Nu,Nam,Chua,20.25,6.25,6.25,7.75,0,54.75,1993,2011,2012,Khong,Khong,Co,Co,Co,Co,Co
3,0.930106,0.840188,22,0.840188,0.996554,18,0.828909,0.835113,Kinh,Nam,Nam,Chua,20.25,8.75,6.25,0,5.25,58.5,1993,2011,2012,Co,Co,Co,Khong,Co,Co,Co
