@relation 'original_data-weka.filters.unsupervised.attribute.NumericToNominal-R1,20,21,22'

@attribute Khoa {1,2,3,4,5,6}
@attribute DiemDanhHK1 numeric
@attribute GPAHK1 numeric
@attribute TinChiDangKyHK1 numeric
@attribute GPATichLuyHK1 numeric
@attribute DiemDanhHK2 numeric
@attribute TinChiDangKyHK2 numeric
@attribute GPAHK2 numeric
@attribute GPATichLuyHK2 numeric
@attribute DanToc {Kinh,Khac}
@attribute GioiTinh {Nam,Nu}
@attribute QueQuan {Trung,Nam,Bac}
@attribute HonNhan {Chua,Roi}
@attribute DiemThiDaiHocTong numeric
@attribute DiemThiDaiHocToan numeric
@attribute DiemThiDaiHocLy numeric
@attribute DiemThiDaiHocHoa numeric
@attribute DiemThiDaiHocAnh numeric
@attribute DiemThiTHPT numeric
@attribute NamSinh {1988,1989,1990,1991,1992,1993,1994,1995,1996}
@attribute NamTotNghiepCap3 {2008,2009,2010,2011,2012,2013,2014}
@attribute NamNhapHoc {2010,2011,2012,2013,2014}
@attribute NhanTroCapToanPhanHK1 {Co,Khong}
@attribute NhanTroCapToanPhanHK2 {Khong,Co}
@attribute VayHocPhiHK1 {Co,Khong}
@attribute NhanHocBongHK1 {Co,Khong}
@attribute VayHocPhiHK2 {Co,Khong}
@attribute NhanHocBongHK2 {Co,Khong}
@attribute CoHocTiepKhong {Co,Khong}

@data
4,0.98,0.86,22,0.86,0.81,16,0.83,0.85,Kinh,Nu,Trung,Chua,20,5.5,5,0,9.5,46.25,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
6,0.89,0.93,22,0.93,0.88,16,0.88,0.91,Kinh,Nu,Trung,Chua,20,9.5,6.25,0,4.25,49,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
2,0.92,0.91,22,0.91,0.98,15,0.85,0.89,Kinh,Nu,Trung,Chua,20,9.5,8.25,0,2.25,53.5,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
3,0.83,1,22,1,0.82,21,0.88,0.94,Kinh,Nam,Nam,Chua,20,5.75,5.5,8.75,0,59.25,1991,2011,2011,Co,Co,Co,Co,Co,Co,Co
3,0.99,0.94,22,0.94,0.93,19,0.96,0.95,Kinh,Nu,Bac,Chua,20,9,6,0,5,43.75,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
3,0.87,0.95,22,0.95,0.95,18,0.94,0.95,Kinh,Nu,Trung,Chua,20,7,6.75,6.25,0,54,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
6,0.8,0.88,22,0.88,0.98,14,0.97,0.92,Kinh,Nam,Nam,Chua,20,6.25,8,0,5.75,53,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
6,0.94,0.88,22,0.88,0.99,21,0.94,0.91,Kinh,Nu,Bac,Chua,26.25,8.75,8.5,9,0,40.75,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
2,0.9,0.82,22,0.82,0.85,19,0.9,0.86,Kinh,Nam,Trung,Chua,20,8,9.75,0,2.25,44.25,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
6,0.82,0.96,22,0.96,0.99,21,0.92,0.94,Kinh,Nu,Nam,Chua,20.75,5.5,9.75,5.5,0,53.75,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
6,0.99,0.95,22,0.95,0.93,21,1,0.97,Kinh,Nam,Nam,Chua,20,6.5,6.25,7.25,0,58,1989,2009,2011,Khong,Khong,Co,Co,Co,Co,Co
6,0.88,0.9,22,0.9,0.88,18,0.85,0.88,Khac,Nu,Bac,Chua,20,9.5,6.75,0,3.75,53,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
2,0.84,0.98,22,0.98,0.9,16,0.84,0.92,Kinh,Nam,Trung,Chua,20,5.25,8.5,0,6.25,44,1992,2010,2011,Co,Khong,Co,Co,Co,Co,Co
2,0.88,0.89,22,0.89,0.83,16,0.98,0.93,Kinh,Nam,Bac,Chua,20,8.25,5.5,0,6.25,45.25,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
2,0.88,0.86,22,0.86,0.84,18,0.81,0.84,Kinh,Nam,Bac,Chua,21.75,7.25,8.75,5.75,0,56.5,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
3,0.92,0.99,22,0.99,0.91,19,0.84,0.92,Kinh,Nam,Trung,Roi,23.5,7,7.25,9.25,0,40.25,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
4,0.88,0.98,22,0.98,0.96,20,0.93,0.96,Kinh,Nam,Trung,Chua,20,9.5,6.5,0,4,52.25,1991,2010,2011,Co,Co,Co,Khong,Co,Co,Co
4,1,0.95,22,0.95,0.93,14,0.89,0.93,Kinh,Nam,Trung,Chua,20,7.75,8.75,0,3.5,56,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
2,0.92,1,22,1,0.84,21,0.84,0.92,Kinh,Nam,Nam,Chua,20,6.75,6.75,0,6.5,56.75,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
5,0.91,0.98,22,0.98,0.85,20,0.96,0.97,Kinh,Nam,Nam,Chua,20.25,6.5,5,8.75,0,59.5,1992,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
1,0.96,0.87,22,0.87,0.91,22,0.9,0.89,Kinh,Nu,Trung,Chua,22.25,5.5,8,8.75,0,56,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
2,0.91,0.88,22,0.88,0.81,14,0.93,0.9,Kinh,Nam,Trung,Chua,24.5,8.5,8.75,7.25,0,47.5,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
2,0.98,0.84,22,0.84,0.99,19,0.96,0.9,Kinh,Nam,Trung,Chua,22.75,8.25,6.25,8.25,0,42,1992,2011,2011,Co,Khong,Co,Co,Co,Co,Co
2,0.82,0.91,22,0.91,0.93,21,0.93,0.92,Khac,Nam,Nam,Chua,20,6.5,7.75,0,5.75,56.5,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
2,0.95,0.95,22,0.95,0.96,16,0.98,0.96,Kinh,Nam,Trung,Chua,20,7,6.5,0,6.5,56.5,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
4,0.97,0.83,22,0.83,0.99,20,0.82,0.83,Kinh,Nu,Trung,Chua,26.75,9.75,9.25,7.75,0,60,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
1,0.93,0.82,22,0.82,0.84,15,0.95,0.87,Kinh,Nam,Nam,Chua,23.25,8.5,5.75,9,0,57.75,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
6,0.92,0.89,22,0.89,0.97,16,0.83,0.86,Kinh,Nam,Bac,Chua,20,10,7.25,0,2.75,55.25,1991,2011,2011,Co,Co,Co,Khong,Co,Co,Co
6,0.98,0.98,22,0.98,0.83,22,0.87,0.93,Kinh,Nam,Bac,Chua,20,9,9,0,2,59.5,1992,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
6,0.94,0.86,22,0.86,0.85,20,0.94,0.9,Kinh,Nam,Trung,Chua,20,9.75,5.75,0,4.5,57.75,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
3,0.83,0.93,22,0.93,0.97,22,0.81,0.87,Kinh,Nu,Nam,Chua,20,7.5,10,0,2.5,44.5,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
5,0.88,0.86,22,0.86,0.87,19,0.88,0.87,Kinh,Nam,Nam,Chua,20.5,6,9,5.5,0,56.5,1991,2011,2011,Co,Co,Co,Khong,Co,Co,Co
3,0.98,0.95,22,0.95,0.85,21,0.98,0.96,Kinh,Nam,Nam,Chua,23.25,6,8,9.25,0,47,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
4,0.92,0.93,22,0.93,0.98,22,0.86,0.9,Kinh,Nam,Trung,Chua,25.25,8.5,9.5,7.25,0,49.75,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
3,0.95,0.97,22,0.97,0.94,22,0.92,0.95,Kinh,Nam,Trung,Chua,20,6.75,9.25,0,4,45,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
2,0.9,0.95,22,0.95,0.87,18,0.93,0.94,Kinh,Nam,Bac,Chua,25.25,9,7.25,9,0,51.25,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
5,0.82,0.96,22,0.96,0.98,19,0.91,0.94,Kinh,Nam,Bac,Chua,20,6,9,0,5,51.5,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
5,0.91,0.81,22,0.81,0.8,21,0.84,0.82,Khac,Nam,Nam,Chua,20,7.25,7.75,0,5,49.25,1991,2009,2011,Co,Co,Co,Khong,Co,Co,Co
6,0.81,0.82,22,0.82,0.95,19,0.97,0.89,Kinh,Nam,Bac,Chua,23.25,8.25,7,8,0,40.25,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
4,0.85,0.99,22,0.99,0.88,17,0.85,0.93,Kinh,Nam,Nam,Chua,20.25,5.75,5.75,8.75,0,47,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
1,0.91,0.93,22,0.93,0.82,22,0.94,0.94,Kinh,Nam,Bac,Chua,20,6.75,10,0,3.25,55.5,1991,2009,2011,Khong,Khong,Co,Khong,Co,Co,Co
2,0.9,0.95,22,0.95,0.88,17,0.94,0.95,Kinh,Nam,Nam,Chua,25.5,9.5,9.75,6.25,0,43,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
5,0.92,0.91,22,0.91,0.88,17,0.97,0.94,Kinh,Nam,Bac,Chua,20,5.75,5.5,0,8.75,52.25,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
2,0.88,0.98,22,0.98,0.8,20,0.85,0.92,Khac,Nam,Nam,Chua,23.25,5.5,9,8.75,0,40.5,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
1,0.8,0.97,22,0.97,0.99,22,0.98,0.98,Kinh,Nam,Nam,Chua,20,5.75,7.75,6.5,0,57.25,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
4,0.85,0.99,22,0.99,0.85,18,0.97,0.98,Kinh,Nam,Bac,Chua,20.5,10,5.5,5,0,51,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
4,0.93,0.86,22,0.86,0.86,20,0.87,0.86,Kinh,Nam,Nam,Chua,20.5,7.75,5.25,7.5,0,47.5,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
1,0.93,0.92,22,0.92,0.92,14,0.93,0.92,Kinh,Nam,Nam,Chua,27.5,9.75,9,8.75,0,57.5,1992,2010,2011,Co,Khong,Co,Khong,Co,Co,Co
1,0.81,0.89,22,0.89,0.95,17,0.82,0.86,Kinh,Nu,Nam,Chua,20,6.25,5.75,0,8,46.75,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
1,0.86,0.82,22,0.82,0.93,19,0.82,0.82,Kinh,Nam,Bac,Chua,21,7.25,7.25,6.5,0,46.5,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
1,0.94,1,22,1,0.81,19,0.89,0.95,Kinh,Nam,Trung,Chua,22.25,6.75,9,6.5,0,54.75,1990,2009,2011,Co,Co,Co,Co,Co,Co,Co
3,0.82,0.99,22,0.99,0.83,19,0.98,0.99,Kinh,Nam,Nam,Chua,21.75,5,10,6.75,0,47.5,1992,2010,2011,Co,Khong,Co,Khong,Co,Co,Co
6,0.82,0.95,22,0.95,0.99,22,0.81,0.88,Kinh,Nam,Bac,Chua,22,9,5.5,7.5,0,41.25,1990,2010,2011,Co,Khong,Co,Co,Co,Co,Co
2,0.93,0.97,22,0.97,0.92,19,0.86,0.92,Kinh,Nu,Trung,Chua,21.75,8.75,7.25,5.75,0,54.5,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
5,0.81,0.86,22,0.86,1,22,0.93,0.9,Kinh,Nam,Nam,Chua,20,7,8.75,0,4.25,56.25,1991,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
2,0.9,0.84,22,0.84,0.86,15,0.8,0.82,Kinh,Nam,Nam,Chua,24.5,9,9.25,6.25,0,42,1992,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
2,0.89,0.83,22,0.83,0.88,17,0.85,0.84,Kinh,Nu,Trung,Chua,24.5,8,7.5,9,0,56.5,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
2,0.96,0.86,22,0.86,0.87,22,0.85,0.86,Kinh,Nam,Trung,Chua,20,5.25,7.75,0,7,51.75,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
3,0.94,0.94,22,0.94,1,16,0.86,0.91,Kinh,Nam,Bac,Chua,20,6,7,0,7,53.75,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
3,0.89,0.99,22,0.99,0.84,20,0.81,0.9,Khac,Nam,Bac,Chua,20,7.75,9.75,0,2.5,54.25,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
5,0.96,0.9,22,0.9,0.84,18,0.92,0.91,Kinh,Nam,Bac,Chua,24.75,8.75,8.5,7.5,0,55.5,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
2,0.83,0.98,22,0.98,0.89,17,0.83,0.91,Kinh,Nam,Nam,Roi,22,9,6.5,6.5,0,43,1991,2011,2011,Co,Khong,Co,Co,Co,Co,Co
2,0.85,0.94,22,0.94,0.98,16,0.99,0.96,Khac,Nu,Bac,Chua,23,7,8.5,7.5,0,42.25,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
3,0.96,0.87,22,0.87,0.87,20,0.87,0.87,Kinh,Nu,Bac,Chua,21.5,6,6.5,9,0,44.5,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
1,0.84,0.91,22,0.91,0.88,16,0.86,0.89,Kinh,Nam,Trung,Chua,20,5,5.75,9.25,0,49,1991,2009,2011,Khong,Khong,Co,Co,Co,Co,Co
6,0.84,0.83,22,0.83,0.92,21,1,0.91,Khac,Nu,Trung,Chua,20,7.5,9.75,0,2.75,51.5,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
2,0.97,0.94,22,0.94,0.94,16,0.94,0.94,Kinh,Nam,Bac,Chua,20,5.5,9.25,0,5.25,42,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
4,0.88,0.86,22,0.86,0.96,21,0.87,0.86,Kinh,Nam,Trung,Chua,20,7.75,8.5,0,3.75,59.75,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
4,0.85,1,22,1,0.83,16,0.95,0.98,Kinh,Nam,Nam,Chua,20,7,6.5,6.5,0,47.5,1991,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
3,0.83,0.89,22,0.89,0.94,19,0.92,0.9,Kinh,Nam,Bac,Chua,20,6.25,8.5,0,5.25,51.25,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
6,0.9,0.99,22,0.99,0.86,15,0.85,0.93,Kinh,Nu,Trung,Chua,22,7.25,9.5,5.25,0,52.5,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
3,0.97,0.97,22,0.97,0.89,16,1,0.98,Kinh,Nu,Trung,Chua,20,6.25,8.5,0,5.25,50.25,1991,2011,2011,Co,Co,Co,Co,Co,Co,Co
3,0.9,0.81,22,0.81,0.9,21,0.86,0.83,Kinh,Nam,Bac,Chua,22,5.75,7,9.25,0,49.5,1991,2011,2011,Co,Khong,Co,Co,Co,Co,Co
3,0.9,0.91,22,0.91,0.83,21,0.86,0.89,Kinh,Nu,Bac,Chua,27.25,9.75,8.5,9,0,46.75,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
2,1,0.85,22,0.85,0.82,19,0.82,0.84,Kinh,Nu,Trung,Chua,20,7,6,0,7,41.75,1992,2011,2011,Co,Co,Co,Khong,Co,Co,Co
3,0.98,0.94,22,0.94,0.91,16,0.87,0.91,Kinh,Nam,Bac,Chua,20,5.5,5.25,0,9.25,47.25,1991,2009,2011,Khong,Co,Co,Khong,Co,Co,Co
1,0.95,0.92,22,0.92,0.99,16,0.96,0.94,Kinh,Nam,Bac,Chua,23.75,5.75,10,8,0,42.5,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
4,0.96,0.91,22,0.91,0.81,17,0.82,0.87,Kinh,Nu,Nam,Chua,22.5,7,9,6.5,0,41.25,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
3,0.85,0.89,22,0.89,0.86,17,0.84,0.87,Kinh,Nam,Trung,Chua,22.5,9,6.25,7.25,0,56.25,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
5,0.99,0.81,22,0.81,0.89,22,0.93,0.87,Kinh,Nam,Bac,Chua,20,5.25,9.25,5.5,0,55.5,1991,2009,2011,Khong,Khong,Co,Co,Co,Co,Co
6,0.91,0.96,22,0.96,0.99,20,0.92,0.94,Kinh,Nam,Nam,Chua,24,7.25,7.5,9.25,0,40.25,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
3,0.9,0.8,22,0.8,0.94,17,0.82,0.81,Kinh,Nam,Nam,Chua,20,9.5,8.75,0,1.75,58.5,1992,2010,2011,Khong,Co,Co,Khong,Co,Co,Co
1,0.81,0.87,22,0.87,0.91,14,0.88,0.87,Kinh,Nam,Trung,Chua,20,5.25,5.5,9.25,0,59.5,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
2,0.99,0.91,22,0.91,0.89,19,0.93,0.92,Kinh,Nu,Bac,Chua,27,8.75,9,9.25,0,56.25,1992,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
4,0.89,1,22,1,0.9,18,0.94,0.97,Kinh,Nam,Trung,Chua,20,9.5,5,0,5.5,55.25,1991,2009,2011,Khong,Khong,Co,Khong,Co,Co,Co
3,0.93,0.96,22,0.96,0.84,16,0.83,0.91,Kinh,Nam,Bac,Chua,20,7.25,8.25,0,4.5,41,1991,2009,2011,Khong,Co,Co,Co,Co,Co,Co
1,0.8,0.84,22,0.84,0.86,22,0.9,0.87,Khac,Nam,Bac,Chua,25.5,8.75,8,8.75,0,50,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
6,0.82,0.93,22,0.93,0.9,22,0.81,0.87,Kinh,Nam,Bac,Chua,20.75,7.75,5.75,7.25,0,56,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
5,0.87,0.91,22,0.91,0.89,17,0.88,0.9,Kinh,Nu,Trung,Chua,20,9.5,5.25,0,5.25,52.25,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
3,0.99,0.94,22,0.94,0.85,19,0.94,0.94,Kinh,Nu,Trung,Chua,20,10,6.25,0,3.75,52.5,1990,2010,2011,Co,Co,Co,Co,Co,Co,Co
4,0.91,0.86,22,0.86,0.96,20,0.98,0.92,Kinh,Nam,Trung,Chua,20,5.75,5.5,0,8.75,56.25,1992,2010,2011,Co,Co,Co,Khong,Co,Co,Co
5,0.85,0.97,22,0.97,0.87,16,0.98,0.97,Kinh,Nu,Trung,Chua,20,6.25,9.5,0,4.25,58.5,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
5,0.99,0.95,22,0.95,0.8,16,0.99,0.97,Kinh,Nam,Bac,Chua,21.75,9,5.25,7.5,0,55.75,1991,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
1,0.94,0.98,22,0.98,0.94,16,0.81,0.91,Kinh,Nam,Trung,Chua,20,9.5,8,0,2.5,55,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
5,0.81,0.84,22,0.84,0.86,22,0.9,0.87,Kinh,Nam,Trung,Chua,20,9.25,5.5,0,5.25,41,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
6,0.92,0.97,22,0.97,0.94,16,0.9,0.94,Kinh,Nam,Trung,Chua,20,6,5.75,0,8.25,53.5,1991,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
5,0.85,0.95,22,0.95,0.89,18,1,0.97,Kinh,Nu,Trung,Chua,20,7.75,6.75,0,5.5,54.5,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
4,0.94,0.99,22,0.99,0.95,16,0.84,0.93,Khac,Nam,Nam,Chua,20,7.75,6,0,6.25,58.5,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
4,0.83,0.84,22,0.84,0.9,20,0.94,0.89,Kinh,Nam,Bac,Chua,23.25,8.5,5.5,9.25,0,43.75,1990,2009,2011,Co,Khong,Co,Khong,Co,Co,Co
3,0.87,0.83,22,0.83,0.91,14,0.85,0.84,Kinh,Nam,Nam,Chua,20,9,5.75,5.25,0,57,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
6,0.87,0.88,22,0.88,0.86,17,0.96,0.91,Kinh,Nam,Trung,Chua,20.25,6.25,7.25,6.75,0,48.5,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
4,0.89,0.95,22,0.95,0.89,16,0.9,0.93,Kinh,Nu,Nam,Chua,25.75,8,8.5,9.25,0,41.5,1991,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
4,0.96,0.97,22,0.97,0.9,17,0.87,0.93,Kinh,Nam,Trung,Chua,25.75,8.5,7.5,9.75,0,43.75,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
6,0.93,0.84,22,0.84,0.82,14,0.82,0.83,Kinh,Nam,Trung,Chua,20,6,5.5,0,8.5,53.5,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
6,0.97,0.87,22,0.87,0.89,22,0.9,0.89,Kinh,Nam,Nam,Chua,20,7.75,8.5,0,3.75,42.5,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
6,0.97,0.85,22,0.85,0.8,20,0.83,0.84,Kinh,Nam,Nam,Chua,20,8.5,7.25,0,4.25,58.25,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
2,0.94,0.85,22,0.85,0.97,18,0.98,0.91,Kinh,Nam,Bac,Chua,20,5.25,8.25,0,6.5,57.5,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
2,0.94,0.85,22,0.85,0.89,20,0.93,0.89,Khac,Nam,Nam,Chua,20,7,9.5,0,3.5,43.75,1992,2010,2011,Khong,Co,Co,Co,Co,Co,Co
1,0.99,0.86,22,0.86,0.9,17,0.89,0.87,Kinh,Nu,Bac,Chua,23,8.25,7.25,7.5,0,40.5,1993,2011,2011,Khong,Khong,Co,Khong,Co,Co,Co
2,0.89,0.96,22,0.96,0.82,19,0.98,0.97,Kinh,Nu,Trung,Chua,26.5,8.75,9.75,8,0,45.5,1992,2010,2011,Khong,Co,Co,Khong,Co,Co,Co
6,0.83,0.83,22,0.83,0.88,14,0.81,0.82,Kinh,Nam,Trung,Chua,20,8.25,9.75,0,2,54.75,1992,2011,2011,Co,Co,Co,Co,Co,Co,Co
5,0.88,0.99,22,0.99,0.93,17,0.99,0.99,Kinh,Nu,Trung,Chua,20,5.25,6.25,0,8.5,44.75,1991,2009,2011,Co,Khong,Co,Co,Co,Co,Co
1,0.96,0.95,22,0.95,0.88,21,0.96,0.95,Kinh,Nam,Trung,Chua,20,5.25,9,0,5.75,44.75,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
3,0.99,0.84,22,0.84,0.99,19,0.99,0.91,Khac,Nam,Bac,Chua,24,7.5,7,9.5,0,59.5,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
6,0.87,0.97,22,0.97,0.99,16,0.83,0.91,Kinh,Nam,Bac,Chua,20,8.25,7.5,0,4.25,44.25,1991,2011,2011,Co,Co,Co,Khong,Co,Co,Co
4,0.84,0.88,22,0.88,0.83,19,0.95,0.91,Kinh,Nu,Bac,Chua,24.25,7.75,7.75,8.75,0,59.5,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
3,0.82,0.86,22,0.86,0.82,18,0.83,0.85,Kinh,Nu,Nam,Chua,23.75,6.25,8.5,9,0,41.5,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
5,0.84,0.81,22,0.81,0.8,20,0.82,0.81,Kinh,Nam,Nam,Chua,23,7.25,7.25,8.5,0,59.25,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
1,0.85,0.86,22,0.86,0.95,22,0.98,0.92,Kinh,Nam,Bac,Chua,20,6,7.5,6.5,0,52,1992,2010,2011,Co,Khong,Co,Co,Co,Co,Co
1,0.94,0.9,22,0.9,0.98,17,0.94,0.92,Kinh,Nam,Trung,Chua,20,5,6.75,8.25,0,42.75,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
3,0.98,0.96,22,0.96,0.88,16,0.88,0.93,Kinh,Nam,Nam,Chua,20,6.25,10,0,3.75,56,1992,2010,2011,Co,Khong,Co,Khong,Co,Co,Co
3,0.85,0.85,22,0.85,0.88,22,0.95,0.9,Khac,Nam,Nam,Chua,23,6,8,9,0,45.75,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
5,0.83,0.82,22,0.82,0.94,14,0.84,0.83,Kinh,Nam,Nam,Chua,24.25,7.5,6.75,10,0,50,1991,2009,2011,Co,Khong,Co,Co,Co,Co,Co
2,0.8,0.9,22,0.9,0.98,15,0.84,0.88,Kinh,Nam,Trung,Chua,24.25,9.5,5.25,9.5,0,57.5,1992,2010,2011,Co,Khong,Co,Khong,Co,Co,Co
1,0.89,0.95,22,0.95,0.89,14,1,0.97,Kinh,Nam,Nam,Chua,21.75,7.25,6.5,8,0,51.5,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
5,0.89,0.86,22,0.86,0.93,17,0.93,0.89,Kinh,Nam,Nam,Chua,24.75,8.75,6.25,9.75,0,51.5,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
3,1,0.87,22,0.87,0.99,17,0.88,0.87,Kinh,Nam,Trung,Chua,20,8.75,8.75,0,2.5,48.25,1993,2011,2011,Khong,Co,Co,Co,Co,Co,Co
4,0.86,0.96,22,0.96,1,14,0.93,0.95,Kinh,Nam,Trung,Chua,21,7,8,6,0,52.25,1993,2011,2011,Khong,Co,Co,Khong,Co,Co,Co
1,0.92,0.98,22,0.98,0.93,18,0.91,0.95,Kinh,Nu,Nam,Chua,22.75,9.75,6,7,0,57.25,1991,2009,2011,Khong,Co,Co,Co,Co,Co,Co
1,0.91,0.86,22,0.86,0.93,17,0.92,0.89,Kinh,Nam,Bac,Chua,20,7,8,0,5,52.25,1992,2010,2011,Co,Khong,Co,Co,Co,Co,Co
2,0.82,0.98,22,0.98,0.93,15,0.81,0.91,Kinh,Nu,Bac,Chua,20,5.5,5.25,0,9.25,51.5,1993,2011,2011,Khong,Khong,Co,Co,Co,Co,Co
4,0.99,0.94,22,0.94,0.89,14,0.99,0.96,Kinh,Nu,Bac,Chua,20,6.5,8.75,0,4.75,56,1993,2011,2011,Co,Co,Co,Khong,Co,Co,Co
6,0.91,0.81,22,0.81,0.99,17,0.87,0.84,Kinh,Nam,Nam,Chua,21.5,5.75,7.5,8.25,0,47,1993,2011,2011,Co,Khong,Co,Khong,Co,Co,Co
2,0.96,0.89,22,0.89,1,17,0.94,0.91,Kinh,Nu,Trung,Chua,22,5.25,9,7.75,0,45,1993,2011,2011,Co,Co,Co,Co,Co,Co,Co
5,0.82,0.98,22,0.98,0.99,14,0.85,0.93,Kinh,Nam,Bac,Chua,23.25,8.75,5.75,8.75,0,50,1991,2011,2011,Khong,Co,Co,Co,Co,Co,Co
6,0.82,0.96,22,0.96,0.9,19,0.89,0.93,Kinh,Nam,Nam,Roi,23.25,9.25,6.75,7.25,0,47.5,1993,2011,2011,Co,Khong,Co,Co,Co,Co,Co
1,0.9,1,22,1,0.93,14,0.86,0.95,Kinh,Nam,Nam,Chua,26,9.75,6.75,9.5,0,55.5,1991,2011,2011,Khong,Co,Co,Co,Co,Co,Co
